gene_name,gene_id,Transcript Flag,num_tss,num_tss_binned
FILIP1,ENSG00000118407.15,GENCODE Basic,3,3
FILIP1,ENSG00000118407.15,GENCODE Comprehensive,4,4
FILIP1,ENSG00000118407.15,GENCODE Primary,2,2
FILIP1,ENSG00000118407.15,Protein Coding (contains an ORF),3,3
FILIP1L,ENSG00000168386.19,GENCODE Basic,5,5
FILIP1L,ENSG00000168386.19,GENCODE Comprehensive,8,8
FILIP1L,ENSG00000168386.19,GENCODE Primary,5,5
FILIP1L,ENSG00000168386.19,Protein Coding (contains an ORF),6,6
FIP1L1,ENSG00000145216.17,GENCODE Basic,15,>10
FIP1L1,ENSG00000145216.17,GENCODE Comprehensive,27,>10
FIP1L1,ENSG00000145216.17,GENCODE Primary,4,4
FIP1L1,ENSG00000145216.17,Protein Coding (contains an ORF),15,>10
FIRRM,ENSG00000000460.17,GENCODE Basic,5,5
FIRRM,ENSG00000000460.17,GENCODE Comprehensive,7,7
FIRRM,ENSG00000000460.17,GENCODE Primary,4,4
FIRRM,ENSG00000000460.17,Protein Coding (contains an ORF),5,5
FIS1,ENSG00000214253.9,GENCODE Basic,3,3
FIS1,ENSG00000214253.9,GENCODE Comprehensive,9,9
FIS1,ENSG00000214253.9,GENCODE Primary,2,2
FIS1,ENSG00000214253.9,Protein Coding (contains an ORF),4,4
FITM1,ENSG00000139914.7,GENCODE Basic,2,2
FITM1,ENSG00000139914.7,GENCODE Comprehensive,2,2
FITM1,ENSG00000139914.7,GENCODE Primary,1,1
FITM1,ENSG00000139914.7,Protein Coding (contains an ORF),2,2
FITM2,ENSG00000197296.6,GENCODE Basic,1,1
FITM2,ENSG00000197296.6,GENCODE Comprehensive,1,1
FITM2,ENSG00000197296.6,GENCODE Primary,1,1
FITM2,ENSG00000197296.6,Protein Coding (contains an ORF),1,1
FIZ1,ENSG00000179943.8,GENCODE Basic,2,2
FIZ1,ENSG00000179943.8,GENCODE Comprehensive,5,5
FIZ1,ENSG00000179943.8,GENCODE Primary,2,2
FIZ1,ENSG00000179943.8,Protein Coding (contains an ORF),5,5
FJX1,ENSG00000179431.7,GENCODE Basic,1,1
FJX1,ENSG00000179431.7,GENCODE Comprehensive,2,2
FJX1,ENSG00000179431.7,GENCODE Primary,1,1
FJX1,ENSG00000179431.7,Protein Coding (contains an ORF),1,1
FKBP10,ENSG00000141756.20,GENCODE Basic,2,2
FKBP10,ENSG00000141756.20,GENCODE Comprehensive,10,10
FKBP10,ENSG00000141756.20,GENCODE Primary,1,1
FKBP10,ENSG00000141756.20,Protein Coding (contains an ORF),6,6
FKBP11,ENSG00000134285.11,GENCODE Basic,4,4
FKBP11,ENSG00000134285.11,GENCODE Comprehensive,11,>10
FKBP11,ENSG00000134285.11,GENCODE Primary,2,2
FKBP11,ENSG00000134285.11,Protein Coding (contains an ORF),4,4
FKBP14,ENSG00000106080.11,GENCODE Basic,1,1
FKBP14,ENSG00000106080.11,GENCODE Comprehensive,4,4
FKBP14,ENSG00000106080.11,GENCODE Primary,1,1
FKBP14,ENSG00000106080.11,Protein Coding (contains an ORF),1,1
FKBP15,ENSG00000119321.10,GENCODE Basic,5,5
FKBP15,ENSG00000119321.10,GENCODE Comprehensive,14,>10
FKBP15,ENSG00000119321.10,GENCODE Primary,5,5
FKBP15,ENSG00000119321.10,Protein Coding (contains an ORF),5,5
FKBP1A,ENSG00000088832.18,GENCODE Basic,7,7
FKBP1A,ENSG00000088832.18,GENCODE Comprehensive,17,>10
FKBP1A,ENSG00000088832.18,GENCODE Primary,5,5
FKBP1A,ENSG00000088832.18,Protein Coding (contains an ORF),7,7
FKBP1B,ENSG00000119782.14,GENCODE Basic,3,3
FKBP1B,ENSG00000119782.14,GENCODE Comprehensive,6,6
FKBP1B,ENSG00000119782.14,GENCODE Primary,2,2
FKBP1B,ENSG00000119782.14,Protein Coding (contains an ORF),3,3
FKBP1C,ENSG00000198225.6,GENCODE Basic,1,1
FKBP1C,ENSG00000198225.6,GENCODE Comprehensive,1,1
FKBP1C,ENSG00000198225.6,GENCODE Primary,1,1
FKBP1C,ENSG00000198225.6,Protein Coding (contains an ORF),1,1
FKBP2,ENSG00000173486.14,GENCODE Basic,3,3
FKBP2,ENSG00000173486.14,GENCODE Comprehensive,5,5
FKBP2,ENSG00000173486.14,GENCODE Primary,2,2
FKBP2,ENSG00000173486.14,Protein Coding (contains an ORF),3,3
FKBP3,ENSG00000100442.11,GENCODE Basic,2,2
FKBP3,ENSG00000100442.11,GENCODE Comprehensive,4,4
FKBP3,ENSG00000100442.11,GENCODE Primary,1,1
FKBP3,ENSG00000100442.11,Protein Coding (contains an ORF),2,2
FKBP4,ENSG00000004478.8,GENCODE Basic,2,2
FKBP4,ENSG00000004478.8,GENCODE Comprehensive,8,8
FKBP4,ENSG00000004478.8,GENCODE Primary,1,1
FKBP4,ENSG00000004478.8,Protein Coding (contains an ORF),5,5
FKBP5,ENSG00000096060.15,GENCODE Basic,3,3
FKBP5,ENSG00000096060.15,GENCODE Comprehensive,3,3
FKBP5,ENSG00000096060.15,GENCODE Primary,2,2
FKBP5,ENSG00000096060.15,Protein Coding (contains an ORF),3,3
FKBP6,ENSG00000077800.13,GENCODE Basic,3,3
FKBP6,ENSG00000077800.13,GENCODE Comprehensive,7,7
FKBP6,ENSG00000077800.13,GENCODE Primary,1,1
FKBP6,ENSG00000077800.13,Protein Coding (contains an ORF),4,4
FKBP7,ENSG00000079150.19,GENCODE Basic,4,4
FKBP7,ENSG00000079150.19,GENCODE Comprehensive,10,10
FKBP7,ENSG00000079150.19,GENCODE Primary,4,4
FKBP7,ENSG00000079150.19,Protein Coding (contains an ORF),4,4
FKBP8,ENSG00000105701.16,GENCODE Basic,4,4
FKBP8,ENSG00000105701.16,GENCODE Comprehensive,12,>10
FKBP8,ENSG00000105701.16,GENCODE Primary,3,3
FKBP8,ENSG00000105701.16,Protein Coding (contains an ORF),11,>10
FKBP9,ENSG00000122642.11,GENCODE Basic,3,3
FKBP9,ENSG00000122642.11,GENCODE Comprehensive,13,>10
FKBP9,ENSG00000122642.11,GENCODE Primary,1,1
FKBP9,ENSG00000122642.11,Protein Coding (contains an ORF),3,3
FKBPL,ENSG00000204315.4,GENCODE Basic,1,1
FKBPL,ENSG00000204315.4,GENCODE Comprehensive,1,1
FKBPL,ENSG00000204315.4,GENCODE Primary,1,1
FKBPL,ENSG00000204315.4,Protein Coding (contains an ORF),1,1
FKRP,ENSG00000181027.11,GENCODE Basic,1,1
FKRP,ENSG00000181027.11,GENCODE Comprehensive,9,9
FKRP,ENSG00000181027.11,GENCODE Primary,1,1
FKRP,ENSG00000181027.11,Protein Coding (contains an ORF),8,8
FKTN,ENSG00000106692.15,GENCODE Basic,5,5
FKTN,ENSG00000106692.15,GENCODE Comprehensive,17,>10
FKTN,ENSG00000106692.15,GENCODE Primary,5,5
FKTN,ENSG00000106692.15,Protein Coding (contains an ORF),6,6
FLACC1,ENSG00000155749.13,GENCODE Basic,4,4
FLACC1,ENSG00000155749.13,GENCODE Comprehensive,9,9
FLACC1,ENSG00000155749.13,GENCODE Primary,2,2
FLACC1,ENSG00000155749.13,Protein Coding (contains an ORF),7,7
FLAD1,ENSG00000160688.19,GENCODE Basic,7,7
FLAD1,ENSG00000160688.19,GENCODE Comprehensive,12,>10
FLAD1,ENSG00000160688.19,GENCODE Primary,7,7
FLAD1,ENSG00000160688.19,Protein Coding (contains an ORF),7,7
FLCN,ENSG00000154803.13,GENCODE Basic,2,2
FLCN,ENSG00000154803.13,GENCODE Comprehensive,10,10
FLCN,ENSG00000154803.13,GENCODE Primary,2,2
FLCN,ENSG00000154803.13,Protein Coding (contains an ORF),4,4
FLG,ENSG00000143631.11,GENCODE Basic,1,1
FLG,ENSG00000143631.11,GENCODE Comprehensive,1,1
FLG,ENSG00000143631.11,GENCODE Primary,1,1
FLG,ENSG00000143631.11,Protein Coding (contains an ORF),1,1
FLG2,ENSG00000143520.6,GENCODE Basic,1,1
FLG2,ENSG00000143520.6,GENCODE Comprehensive,1,1
FLG2,ENSG00000143520.6,GENCODE Primary,1,1
FLG2,ENSG00000143520.6,Protein Coding (contains an ORF),1,1
FLI1,ENSG00000151702.18,GENCODE Basic,4,4
FLI1,ENSG00000151702.18,GENCODE Comprehensive,8,8
FLI1,ENSG00000151702.18,GENCODE Primary,2,2
FLI1,ENSG00000151702.18,Protein Coding (contains an ORF),5,5
FLII,ENSG00000177731.16,GENCODE Basic,5,5
FLII,ENSG00000177731.16,GENCODE Comprehensive,28,>10
FLII,ENSG00000177731.16,GENCODE Primary,2,2
FLII,ENSG00000177731.16,Protein Coding (contains an ORF),9,9
FLNA,ENSG00000196924.19,GENCODE Basic,3,3
FLNA,ENSG00000196924.19,GENCODE Comprehensive,19,>10
FLNA,ENSG00000196924.19,GENCODE Primary,2,2
FLNA,ENSG00000196924.19,Protein Coding (contains an ORF),6,6
FLNB,ENSG00000136068.16,GENCODE Basic,3,3
FLNB,ENSG00000136068.16,GENCODE Comprehensive,19,>10
FLNB,ENSG00000136068.16,GENCODE Primary,2,2
FLNB,ENSG00000136068.16,Protein Coding (contains an ORF),4,4
FLNC,ENSG00000128591.17,GENCODE Basic,3,3
FLNC,ENSG00000128591.17,GENCODE Comprehensive,4,4
FLNC,ENSG00000128591.17,GENCODE Primary,3,3
FLNC,ENSG00000128591.17,Protein Coding (contains an ORF),3,3
FLOT1,ENSG00000137312.15,GENCODE Basic,1,1
FLOT1,ENSG00000137312.15,GENCODE Comprehensive,12,>10
FLOT1,ENSG00000137312.15,GENCODE Primary,1,1
FLOT1,ENSG00000137312.15,Protein Coding (contains an ORF),5,5
FLOT2,ENSG00000132589.16,GENCODE Basic,2,2
FLOT2,ENSG00000132589.16,GENCODE Comprehensive,9,9
FLOT2,ENSG00000132589.16,GENCODE Primary,2,2
FLOT2,ENSG00000132589.16,Protein Coding (contains an ORF),3,3
FLRT1,ENSG00000126500.5,GENCODE Basic,2,2
FLRT1,ENSG00000126500.5,GENCODE Comprehensive,2,2
FLRT1,ENSG00000126500.5,GENCODE Primary,2,2
FLRT1,ENSG00000126500.5,Protein Coding (contains an ORF),2,2
FLRT2,ENSG00000185070.12,GENCODE Basic,4,4
FLRT2,ENSG00000185070.12,GENCODE Comprehensive,11,>10
FLRT2,ENSG00000185070.12,GENCODE Primary,1,1
FLRT2,ENSG00000185070.12,Protein Coding (contains an ORF),5,5
FLRT3,ENSG00000125848.10,GENCODE Basic,2,2
FLRT3,ENSG00000125848.10,GENCODE Comprehensive,3,3
FLRT3,ENSG00000125848.10,GENCODE Primary,2,2
FLRT3,ENSG00000125848.10,Protein Coding (contains an ORF),2,2
FLT1,ENSG00000102755.13,GENCODE Basic,2,2
FLT1,ENSG00000102755.13,GENCODE Comprehensive,7,7
FLT1,ENSG00000102755.13,GENCODE Primary,2,2
FLT1,ENSG00000102755.13,Protein Coding (contains an ORF),2,2
FLT3,ENSG00000122025.15,GENCODE Basic,1,1
FLT3,ENSG00000122025.15,GENCODE Comprehensive,3,3
FLT3,ENSG00000122025.15,GENCODE Primary,1,1
FLT3,ENSG00000122025.15,Protein Coding (contains an ORF),1,1
FLT3LG,ENSG00000090554.13,GENCODE Basic,6,6
FLT3LG,ENSG00000090554.13,GENCODE Comprehensive,11,>10
FLT3LG,ENSG00000090554.13,GENCODE Primary,5,5
FLT3LG,ENSG00000090554.13,Protein Coding (contains an ORF),8,8
FLT4,ENSG00000037280.16,GENCODE Basic,2,2
FLT4,ENSG00000037280.16,GENCODE Comprehensive,8,8
FLT4,ENSG00000037280.16,GENCODE Primary,2,2
FLT4,ENSG00000037280.16,Protein Coding (contains an ORF),3,3
FLVCR1,ENSG00000162769.13,GENCODE Basic,1,1
FLVCR1,ENSG00000162769.13,GENCODE Comprehensive,5,5
FLVCR1,ENSG00000162769.13,GENCODE Primary,1,1
FLVCR1,ENSG00000162769.13,Protein Coding (contains an ORF),2,2
FLVCR2,ENSG00000119686.10,GENCODE Basic,5,5
FLVCR2,ENSG00000119686.10,GENCODE Comprehensive,12,>10
FLVCR2,ENSG00000119686.10,GENCODE Primary,3,3
FLVCR2,ENSG00000119686.10,Protein Coding (contains an ORF),8,8
FLYWCH1,ENSG00000059122.17,GENCODE Basic,2,2
FLYWCH1,ENSG00000059122.17,GENCODE Comprehensive,14,>10
FLYWCH1,ENSG00000059122.17,GENCODE Primary,2,2
FLYWCH1,ENSG00000059122.17,Protein Coding (contains an ORF),9,9
FLYWCH2,ENSG00000162076.13,GENCODE Basic,3,3
FLYWCH2,ENSG00000162076.13,GENCODE Comprehensive,5,5
FLYWCH2,ENSG00000162076.13,GENCODE Primary,2,2
FLYWCH2,ENSG00000162076.13,Protein Coding (contains an ORF),4,4
FMC1,ENSG00000164898.13,GENCODE Basic,1,1
FMC1,ENSG00000164898.13,GENCODE Comprehensive,5,5
FMC1,ENSG00000164898.13,GENCODE Primary,1,1
FMC1,ENSG00000164898.13,Protein Coding (contains an ORF),1,1
FMC1-LUC7L2,ENSG00000269955.2,GENCODE Basic,1,1
FMC1-LUC7L2,ENSG00000269955.2,GENCODE Comprehensive,1,1
FMC1-LUC7L2,ENSG00000269955.2,GENCODE Primary,1,1
FMC1-LUC7L2,ENSG00000269955.2,Protein Coding (contains an ORF),1,1
FMN1,ENSG00000248905.10,GENCODE Basic,6,6
FMN1,ENSG00000248905.10,GENCODE Comprehensive,13,>10
FMN1,ENSG00000248905.10,GENCODE Primary,5,5
FMN1,ENSG00000248905.10,Protein Coding (contains an ORF),9,9
FMN2,ENSG00000155816.21,GENCODE Basic,3,3
FMN2,ENSG00000155816.21,GENCODE Comprehensive,18,>10
FMN2,ENSG00000155816.21,GENCODE Primary,3,3
FMN2,ENSG00000155816.21,Protein Coding (contains an ORF),7,7
FMNL1,ENSG00000184922.15,GENCODE Basic,2,2
FMNL1,ENSG00000184922.15,GENCODE Comprehensive,11,>10
FMNL1,ENSG00000184922.15,GENCODE Primary,2,2
FMNL1,ENSG00000184922.15,Protein Coding (contains an ORF),5,5
FMNL2,ENSG00000157827.21,GENCODE Basic,2,2
FMNL2,ENSG00000157827.21,GENCODE Comprehensive,4,4
FMNL2,ENSG00000157827.21,GENCODE Primary,1,1
FMNL2,ENSG00000157827.21,Protein Coding (contains an ORF),2,2
FMNL3,ENSG00000161791.14,GENCODE Basic,3,3
FMNL3,ENSG00000161791.14,GENCODE Comprehensive,7,7
FMNL3,ENSG00000161791.14,GENCODE Primary,3,3
FMNL3,ENSG00000161791.14,Protein Coding (contains an ORF),4,4
FMO1,ENSG00000010932.17,GENCODE Basic,4,4
FMO1,ENSG00000010932.17,GENCODE Comprehensive,8,8
FMO1,ENSG00000010932.17,GENCODE Primary,3,3
FMO1,ENSG00000010932.17,Protein Coding (contains an ORF),4,4
FMO2,ENSG00000094963.14,GENCODE Basic,1,1
FMO2,ENSG00000094963.14,GENCODE Comprehensive,5,5
FMO2,ENSG00000094963.14,GENCODE Primary,1,1
FMO2,ENSG00000094963.14,Protein Coding (contains an ORF),2,2
FMO3,ENSG00000007933.13,GENCODE Basic,1,1
FMO3,ENSG00000007933.13,GENCODE Comprehensive,5,5
FMO3,ENSG00000007933.13,GENCODE Primary,1,1
FMO3,ENSG00000007933.13,Protein Coding (contains an ORF),2,2
FMO4,ENSG00000076258.10,GENCODE Basic,1,1
FMO4,ENSG00000076258.10,GENCODE Comprehensive,5,5
FMO4,ENSG00000076258.10,GENCODE Primary,1,1
FMO4,ENSG00000076258.10,Protein Coding (contains an ORF),1,1
FMO5,ENSG00000131781.13,GENCODE Basic,4,4
FMO5,ENSG00000131781.13,GENCODE Comprehensive,8,8
FMO5,ENSG00000131781.13,GENCODE Primary,2,2
FMO5,ENSG00000131781.13,Protein Coding (contains an ORF),6,6
FMOD,ENSG00000122176.12,GENCODE Basic,2,2
FMOD,ENSG00000122176.12,GENCODE Comprehensive,4,4
FMOD,ENSG00000122176.12,GENCODE Primary,1,1
FMOD,ENSG00000122176.12,Protein Coding (contains an ORF),2,2
FMR1,ENSG00000102081.16,GENCODE Basic,14,>10
FMR1,ENSG00000102081.16,GENCODE Comprehensive,23,>10
FMR1,ENSG00000102081.16,GENCODE Primary,5,5
FMR1,ENSG00000102081.16,Protein Coding (contains an ORF),14,>10
FMR1NB,ENSG00000176988.9,GENCODE Basic,1,1
FMR1NB,ENSG00000176988.9,GENCODE Comprehensive,2,2
FMR1NB,ENSG00000176988.9,GENCODE Primary,1,1
FMR1NB,ENSG00000176988.9,Protein Coding (contains an ORF),1,1
FN1,ENSG00000115414.21,GENCODE Basic,3,3
FN1,ENSG00000115414.21,GENCODE Comprehensive,19,>10
FN1,ENSG00000115414.21,GENCODE Primary,3,3
FN1,ENSG00000115414.21,Protein Coding (contains an ORF),5,5
FN3K,ENSG00000167363.14,GENCODE Basic,1,1
FN3K,ENSG00000167363.14,GENCODE Comprehensive,4,4
FN3K,ENSG00000167363.14,GENCODE Primary,1,1
FN3K,ENSG00000167363.14,Protein Coding (contains an ORF),1,1
FN3KRP,ENSG00000141560.15,GENCODE Basic,1,1
FN3KRP,ENSG00000141560.15,GENCODE Comprehensive,9,9
FN3KRP,ENSG00000141560.15,GENCODE Primary,1,1
FN3KRP,ENSG00000141560.15,Protein Coding (contains an ORF),3,3
FNBP1,ENSG00000187239.19,GENCODE Basic,3,3
FNBP1,ENSG00000187239.19,GENCODE Comprehensive,8,8
FNBP1,ENSG00000187239.19,GENCODE Primary,3,3
FNBP1,ENSG00000187239.19,Protein Coding (contains an ORF),4,4
FNBP1L,ENSG00000137942.18,GENCODE Basic,3,3
FNBP1L,ENSG00000137942.18,GENCODE Comprehensive,5,5
FNBP1L,ENSG00000137942.18,GENCODE Primary,2,2
FNBP1L,ENSG00000137942.18,Protein Coding (contains an ORF),4,4
FNBP4,ENSG00000109920.13,GENCODE Basic,1,1
FNBP4,ENSG00000109920.13,GENCODE Comprehensive,16,>10
FNBP4,ENSG00000109920.13,GENCODE Primary,1,1
FNBP4,ENSG00000109920.13,Protein Coding (contains an ORF),2,2
FNDC1,ENSG00000164694.17,GENCODE Basic,1,1
FNDC1,ENSG00000164694.17,GENCODE Comprehensive,3,3
FNDC1,ENSG00000164694.17,GENCODE Primary,1,1
FNDC1,ENSG00000164694.17,Protein Coding (contains an ORF),2,2
FNDC10,ENSG00000228594.4,GENCODE Basic,1,1
FNDC10,ENSG00000228594.4,GENCODE Comprehensive,1,1
FNDC10,ENSG00000228594.4,GENCODE Primary,1,1
FNDC10,ENSG00000228594.4,Protein Coding (contains an ORF),1,1
FNDC11,ENSG00000125531.7,GENCODE Basic,3,3
FNDC11,ENSG00000125531.7,GENCODE Comprehensive,4,4
FNDC11,ENSG00000125531.7,GENCODE Primary,3,3
FNDC11,ENSG00000125531.7,Protein Coding (contains an ORF),4,4
FNDC3A,ENSG00000102531.16,GENCODE Basic,4,4
FNDC3A,ENSG00000102531.16,GENCODE Comprehensive,6,6
FNDC3A,ENSG00000102531.16,GENCODE Primary,2,2
FNDC3A,ENSG00000102531.16,Protein Coding (contains an ORF),4,4
FNDC3B,ENSG00000075420.13,GENCODE Basic,5,5
FNDC3B,ENSG00000075420.13,GENCODE Comprehensive,12,>10
FNDC3B,ENSG00000075420.13,GENCODE Primary,3,3
FNDC3B,ENSG00000075420.13,Protein Coding (contains an ORF),6,6
FNDC4,ENSG00000115226.10,GENCODE Basic,1,1
FNDC4,ENSG00000115226.10,GENCODE Comprehensive,3,3
FNDC4,ENSG00000115226.10,GENCODE Primary,1,1
FNDC4,ENSG00000115226.10,Protein Coding (contains an ORF),1,1
FNDC5,ENSG00000160097.21,GENCODE Basic,4,4
FNDC5,ENSG00000160097.21,GENCODE Comprehensive,8,8
FNDC5,ENSG00000160097.21,GENCODE Primary,4,4
FNDC5,ENSG00000160097.21,Protein Coding (contains an ORF),4,4
FNDC7,ENSG00000143107.10,GENCODE Basic,1,1
FNDC7,ENSG00000143107.10,GENCODE Comprehensive,2,2
FNDC7,ENSG00000143107.10,GENCODE Primary,1,1
FNDC7,ENSG00000143107.10,Protein Coding (contains an ORF),2,2
FNDC8,ENSG00000073598.6,GENCODE Basic,1,1
FNDC8,ENSG00000073598.6,GENCODE Comprehensive,1,1
FNDC8,ENSG00000073598.6,GENCODE Primary,1,1
FNDC8,ENSG00000073598.6,Protein Coding (contains an ORF),1,1
FNDC9,ENSG00000172568.5,GENCODE Basic,1,1
FNDC9,ENSG00000172568.5,GENCODE Comprehensive,2,2
FNDC9,ENSG00000172568.5,GENCODE Primary,1,1
FNDC9,ENSG00000172568.5,Protein Coding (contains an ORF),2,2
FNIP1,ENSG00000217128.13,GENCODE Basic,4,4
FNIP1,ENSG00000217128.13,GENCODE Comprehensive,5,5
FNIP1,ENSG00000217128.13,GENCODE Primary,4,4
FNIP1,ENSG00000217128.13,Protein Coding (contains an ORF),4,4
FNIP2,ENSG00000052795.13,GENCODE Basic,1,1
FNIP2,ENSG00000052795.13,GENCODE Comprehensive,6,6
FNIP2,ENSG00000052795.13,GENCODE Primary,1,1
FNIP2,ENSG00000052795.13,Protein Coding (contains an ORF),3,3
FNTA,ENSG00000168522.13,GENCODE Basic,2,2
FNTA,ENSG00000168522.13,GENCODE Comprehensive,14,>10
FNTA,ENSG00000168522.13,GENCODE Primary,1,1
FNTA,ENSG00000168522.13,Protein Coding (contains an ORF),5,5
FNTB,ENSG00000257365.8,GENCODE Basic,1,1
FNTB,ENSG00000257365.8,GENCODE Comprehensive,7,7
FNTB,ENSG00000257365.8,GENCODE Primary,1,1
FNTB,ENSG00000257365.8,Protein Coding (contains an ORF),1,1
FOCAD,ENSG00000188352.13,GENCODE Basic,2,2
FOCAD,ENSG00000188352.13,GENCODE Comprehensive,16,>10
FOCAD,ENSG00000188352.13,GENCODE Primary,1,1
FOCAD,ENSG00000188352.13,Protein Coding (contains an ORF),5,5
FOLH1,ENSG00000086205.18,GENCODE Basic,4,4
FOLH1,ENSG00000086205.18,GENCODE Comprehensive,12,>10
FOLH1,ENSG00000086205.18,GENCODE Primary,2,2
FOLH1,ENSG00000086205.18,Protein Coding (contains an ORF),5,5
FOLR1,ENSG00000110195.14,GENCODE Basic,5,5
FOLR1,ENSG00000110195.14,GENCODE Comprehensive,5,5
FOLR1,ENSG00000110195.14,GENCODE Primary,2,2
FOLR1,ENSG00000110195.14,Protein Coding (contains an ORF),5,5
FOLR2,ENSG00000165457.15,GENCODE Basic,3,3
FOLR2,ENSG00000165457.15,GENCODE Comprehensive,7,7
FOLR2,ENSG00000165457.15,GENCODE Primary,1,1
FOLR2,ENSG00000165457.15,Protein Coding (contains an ORF),7,7
FOLR3,ENSG00000110203.10,GENCODE Basic,1,1
FOLR3,ENSG00000110203.10,GENCODE Comprehensive,5,5
FOLR3,ENSG00000110203.10,GENCODE Primary,1,1
FOLR3,ENSG00000110203.10,Protein Coding (contains an ORF),3,3
FOS,ENSG00000170345.11,GENCODE Basic,5,5
FOS,ENSG00000170345.11,GENCODE Comprehensive,7,7
FOS,ENSG00000170345.11,GENCODE Primary,4,4
FOS,ENSG00000170345.11,Protein Coding (contains an ORF),7,7
FOSB,ENSG00000125740.15,GENCODE Basic,5,5
FOSB,ENSG00000125740.15,GENCODE Comprehensive,8,8
FOSB,ENSG00000125740.15,GENCODE Primary,5,5
FOSB,ENSG00000125740.15,Protein Coding (contains an ORF),6,6
FOSL1,ENSG00000175592.9,GENCODE Basic,2,2
FOSL1,ENSG00000175592.9,GENCODE Comprehensive,3,3
FOSL1,ENSG00000175592.9,GENCODE Primary,2,2
FOSL1,ENSG00000175592.9,Protein Coding (contains an ORF),3,3
FOSL2,ENSG00000075426.12,GENCODE Basic,2,2
FOSL2,ENSG00000075426.12,GENCODE Comprehensive,4,4
FOSL2,ENSG00000075426.12,GENCODE Primary,1,1
FOSL2,ENSG00000075426.12,Protein Coding (contains an ORF),3,3
FOXA1,ENSG00000129514.8,GENCODE Basic,1,1
FOXA1,ENSG00000129514.8,GENCODE Comprehensive,5,5
FOXA1,ENSG00000129514.8,GENCODE Primary,1,1
FOXA1,ENSG00000129514.8,Protein Coding (contains an ORF),1,1
FOXA2,ENSG00000125798.15,GENCODE Basic,2,2
FOXA2,ENSG00000125798.15,GENCODE Comprehensive,2,2
FOXA2,ENSG00000125798.15,GENCODE Primary,1,1
FOXA2,ENSG00000125798.15,Protein Coding (contains an ORF),2,2
FOXA3,ENSG00000170608.3,GENCODE Basic,1,1
FOXA3,ENSG00000170608.3,GENCODE Comprehensive,2,2
FOXA3,ENSG00000170608.3,GENCODE Primary,1,1
FOXA3,ENSG00000170608.3,Protein Coding (contains an ORF),2,2
FOXB1,ENSG00000171956.7,GENCODE Basic,1,1
FOXB1,ENSG00000171956.7,GENCODE Comprehensive,3,3
FOXB1,ENSG00000171956.7,GENCODE Primary,1,1
FOXB1,ENSG00000171956.7,Protein Coding (contains an ORF),1,1
FOXB2,ENSG00000204612.1,GENCODE Basic,1,1
FOXB2,ENSG00000204612.1,GENCODE Comprehensive,1,1
FOXB2,ENSG00000204612.1,GENCODE Primary,1,1
FOXB2,ENSG00000204612.1,Protein Coding (contains an ORF),1,1
FOXC1,ENSG00000054598.9,GENCODE Basic,1,1
FOXC1,ENSG00000054598.9,GENCODE Comprehensive,1,1
FOXC1,ENSG00000054598.9,GENCODE Primary,1,1
FOXC1,ENSG00000054598.9,Protein Coding (contains an ORF),1,1
FOXC2,ENSG00000176692.8,GENCODE Basic,1,1
FOXC2,ENSG00000176692.8,GENCODE Comprehensive,1,1
FOXC2,ENSG00000176692.8,GENCODE Primary,1,1
FOXC2,ENSG00000176692.8,Protein Coding (contains an ORF),1,1
FOXD1,ENSG00000251493.5,GENCODE Basic,1,1
FOXD1,ENSG00000251493.5,GENCODE Comprehensive,2,2
FOXD1,ENSG00000251493.5,GENCODE Primary,1,1
FOXD1,ENSG00000251493.5,Protein Coding (contains an ORF),1,1
FOXD2,ENSG00000186564.6,GENCODE Basic,1,1
FOXD2,ENSG00000186564.6,GENCODE Comprehensive,1,1
FOXD2,ENSG00000186564.6,GENCODE Primary,1,1
FOXD2,ENSG00000186564.6,Protein Coding (contains an ORF),1,1
FOXD3,ENSG00000187140.6,GENCODE Basic,1,1
FOXD3,ENSG00000187140.6,GENCODE Comprehensive,1,1
FOXD3,ENSG00000187140.6,GENCODE Primary,1,1
FOXD3,ENSG00000187140.6,Protein Coding (contains an ORF),1,1
FOXD4,ENSG00000170122.6,GENCODE Basic,1,1
FOXD4,ENSG00000170122.6,GENCODE Comprehensive,1,1
FOXD4,ENSG00000170122.6,GENCODE Primary,1,1
FOXD4,ENSG00000170122.6,Protein Coding (contains an ORF),1,1
FOXD4L1,ENSG00000184492.7,GENCODE Basic,1,1
FOXD4L1,ENSG00000184492.7,GENCODE Comprehensive,1,1
FOXD4L1,ENSG00000184492.7,GENCODE Primary,1,1
FOXD4L1,ENSG00000184492.7,Protein Coding (contains an ORF),1,1
FOXD4L3,ENSG00000187559.6,GENCODE Basic,1,1
FOXD4L3,ENSG00000187559.6,GENCODE Comprehensive,1,1
FOXD4L3,ENSG00000187559.6,GENCODE Primary,1,1
FOXD4L3,ENSG00000187559.6,Protein Coding (contains an ORF),1,1
FOXD4L4,ENSG00000184659.6,GENCODE Basic,1,1
FOXD4L4,ENSG00000184659.6,GENCODE Comprehensive,1,1
FOXD4L4,ENSG00000184659.6,GENCODE Primary,1,1
FOXD4L4,ENSG00000184659.6,Protein Coding (contains an ORF),1,1
FOXD4L5,ENSG00000204779.2,GENCODE Basic,1,1
FOXD4L5,ENSG00000204779.2,GENCODE Comprehensive,1,1
FOXD4L5,ENSG00000204779.2,GENCODE Primary,1,1
FOXD4L5,ENSG00000204779.2,Protein Coding (contains an ORF),1,1
